player_id,name,position,club,league,goals,assists,shots,passes,minutes_played,xg,xa,age,market_value_eur
10612,Yoel Rodríguez Oterino,MID,Rayo Vallecano,La Liga,0,0,0,354,2970,0.0,0.0,37,9800000
106391,Habib Keita,MID,Lyon,Ligue 1,0,0,0,4,90,0.0,0.0,33,11900000
10688,Armand Lauriente,FWD,Lorient,Ligue 1,0,0,3,37,167,0.08,0.0,31,20600000
10709,Modibo Sagnan,DEF,Real Sociedad,La Liga,0,0,0,13,180,0.0,0.0,28,14200000
10727,Răzvan Dincă Raț,DEF,Rayo Vallecano,La Liga,0,0,8,572,1350,0.19,0.0,22,12800000
10736,Vlad Iulian Chiricheș,MID,Napoli,Serie A,1,0,5,501,3217,0.53,0.0,26,19000000
10754,Héctor Hernández Ortega,MID,Real Sociedad,La Liga,0,1,4,244,1948,0.22,0.0,18,14300000
10755,Jonathan Viera Ramos,MID,Las Palmas,La Liga,10,9,88,1956,3114,9.91,0.0,28,40500000
10763,Asier Riesgo Unamuno,GK,Eibar,La Liga,0,0,0,1066,3240,0.0,0.0,20,4900000
10765,Jorge Ruiz Ojeda,MID,Levante UD,La Liga,0,0,0,0,90,0.0,0.0,31,20400000
10769,Lynden Gooch,MID,Sunderland,Premier League,0,0,0,0,90,0.0,0.0,24,21800000
10770,Adam Matthews,MID,Sunderland,Premier League,0,0,0,0,450,0.0,0.0,36,17100000
10771,George Honeyman,MID,Sunderland,Premier League,0,0,0,6,180,0.0,0.0,27,22800000
10772,Donald Love,DEF,Manchester United,Premier League,0,0,0,35,90,0.0,0.0,36,9600000
10779,Cameron Borthwick-Jackson,DEF,Manchester United,Premier League,0,1,1,484,1435,0.02,0.0,36,13200000
10782,Olufela Olomola,MID,Southampton,Premier League,0,0,0,0,90,0.0,0.0,27,29400000
10783,Lee Cattermole,MID,Sunderland,Premier League,0,0,10,951,2545,0.67,0.0,24,27100000
10790,Adelino André Vieira Freitas,FWD,Wolfsburg,Bundesliga,0,1,1,82,150,0.03,0.0,21,32000000
10802,André Filipe Tavares Gomes,MID,Valencia,La Liga,3,3,42,1342,2553,2.4,0.0,35,19900000
10822,Sonny Kittel,MID,Eintracht Frankfurt,Bundesliga,0,0,1,14,90,0.25,0.0,26,29100000
108336,Júnior Enrique Díaz Campbell,MID,Darmstadt 98,Bundesliga,0,0,0,0,180,0.0,0.0,37,9800000
10848,Reinildo Isnard Mandava,DEF,Lille,Ligue 1,0,0,0,53,90,0.0,0.0,36,5400000
10852,Miguel Filipe Nunes Cardoso,MID,RC Deportivo La Coruña,La Liga,0,1,3,16,540,0.09,0.0,30,20300000
10868,Ricardo Jorge Luz Horta,MID,Málaga,La Liga,0,0,18,299,2356,1.12,0.0,20,16300000
10875,Kenji Gorré,MID,Swansea City,Premier League,0,0,0,0,180,0.0,0.0,22,20000000
10881,Diogo José Rosário Gomes Figueiras,MID,Genoa,Serie A,1,0,7,394,2005,0.16,0.0,18,17100000
10886,Fransérgio Rodrigues Barbosa,MID,Bordeaux,Ligue 1,0,0,0,0,90,0.0,0.0,31,18000000
10896,Marc Stendera,MID,Eintracht Frankfurt,Bundesliga,0,1,3,50,135,0.12,0.0,19,19500000
10902,Philipp Hosiner,FWD,FC Köln,Bundesliga,0,0,2,27,160,0.11,0.0,18,20200000
10918,Dušan Švento,FWD,FC Köln,Bundesliga,0,0,0,6,180,0.0,0.0,27,26400000
10919,Juraj Kucka,MID,Genoa,Serie A,1,2,51,1074,2590,3.71,0.0,24,26200000
10931,Joe Allen,MID,Liverpool,Premier League,2,1,12,413,2503,2.12,0.0,24,28100000
10932,Jonathan Williams,FWD,Crystal Palace,Premier League,0,0,0,5,90,0.0,0.0,36,16900000
10955,Harry Kane,FWD,Tottenham Hotspur,Premier League,25,1,158,1005,3362,21.64,0.0,21,41800000
10956,Eric Dier,MID,Tottenham Hotspur,Premier League,3,2,30,2111,3263,2.06,0.0,29,28400000
10958,Chris Smalling,DEF,Manchester United,Premier League,0,1,21,1522,3150,1.71,0.0,23,15000000
10960,Jamie Vardy,FWD,Leicester City,Premier League,23,5,113,653,3087,21.86,0.0,35,39500000
10966,Wes Hoolahan,MID,Norwich City,Premier League,4,7,26,1180,2871,3.53,0.0,32,31000000
10967,Robert Brady,DEF,Norwich City,Premier League,3,2,54,1608,3062,3.11,0.0,30,16800000
11012,Jonathan Grant Evans,DEF,West Bromwich Albion,Premier League,1,1,9,1101,2590,2.03,0.0,37,8600000
11062,Graziano Pellè,FWD,Southampton,Premier League,11,6,82,889,2805,7.72,0.0,35,37900000
11094,Arda Turan,MID,Barcelona,La Liga,2,3,8,624,1632,1.19,0.0,22,19400000
11117,Scott Sinclair,FWD,Aston Villa,Premier League,2,0,17,354,3099,3.12,0.0,27,28600000
11124,Steven Whittaker,MID,Norwich City,Premier League,1,0,8,409,1710,0.4,0.0,28,22000000
11128,Umar Sadiq Mesbah,MID,AS Roma,Serie A,2,0,4,46,2038,1.32,0.0,20,18000000
11131,Julian Schieber,MID,Hertha Berlin,Bundesliga,0,0,0,0,90,0.0,0.0,21,20600000
11132,Claudio Miguel Pizarro Bossio,FWD,Werder Bremen,Bundesliga,3,0,4,58,173,1.22,0.0,33,45600000
11134,Konstantin Rausch,MID,Darmstadt 98,Bundesliga,0,1,1,22,164,0.01,0.0,23,20100000
11146,Luis Carlos Fariña Olivera,MID,Rayo Vallecano,La Liga,0,0,0,19,720,0.0,0.0,35,13800000
11167,Felipe Augusto de Almeida Monteiro,DEF,Atlético Madrid,La Liga,0,0,1,29,180,0.1,0.0,19,14400000
11183,Alex Nicolao Telles,DEF,Inter Milan,Serie A,0,1,13,1174,3038,0.35,0.0,24,13500000
11212,Fábio Ricardo Gomes Fonseca,MID,Málaga,La Liga,0,0,2,55,720,0.05,0.0,20,22500000
112221,Jonathan Varane,MID,Lens,Ligue 1,0,0,0,0,90,0.0,0.0,30,19000000
112254,Maxime Esteve,DEF,Montpellier,Ligue 1,0,0,0,25,90,0.0,0.0,36,5300000
11281,Alessandro Schöpf,MID,Schalke 04,Bundesliga,0,0,0,0,90,0.0,0.0,32,18700000
11285,Ibrahima Traoré,MID,Borussia Mönchengladbach,Bundesliga,0,0,5,65,124,0.3,0.0,29,23800000
11286,Dominik Maroh,DEF,FC Köln,Bundesliga,2,0,7,97,180,0.72,0.0,18,18800000
11291,Laureano Antonio Villa Suárez,FWD,Real Valladolid,La Liga,0,0,0,36,180,0.0,0.0,35,16100000
11295,Patrick Roberts,MID,Manchester City,Premier League,0,0,0,4,720,0.0,0.0,19,20800000
11296,Óscar Plano Pedreño,MID,Real Valladolid,La Liga,0,0,1,43,146,0.08,0.0,35,12000000
11298,José Ignacio Martínez García,DEF,Real Valladolid,La Liga,0,0,15,1211,2516,0.57,0.0,37,8000000
11300,Rubén Alcaraz Jiménez,MID,Real Valladolid,La Liga,0,0,3,106,180,0.07,0.0,26,24900000
11302,Jordi Masip López,MID,Real Valladolid,La Liga,0,0,0,66,720,0.0,0.0,35,17400000
11333,Adama Traoré Diarra,FWD,Aston Villa,Premier League,0,1,2,53,1258,0.12,0.0,32,23700000
11339,Paweł Wszołek,MID,Sampdoria,Serie A,0,5,12,623,2957,1.27,0.0,28,21400000
11342,Eros Pisano,DEF,Hellas Verona,Serie A,5,0,23,1572,2959,3.04,0.0,18,8700000
11349,Aiden McGeady,MID,Everton,Premier League,0,0,0,0,90,0.0,0.0,35,20200000
11386,Santiago Cazorla González,MID,Arsenal,Premier League,0,3,24,1300,1482,1.78,0.0,33,26000000
11388,Néstor Alejandro Araújo Razo,DEF,Celta Vigo,La Liga,0,0,1,74,180,0.05,0.0,18,9600000
11389,Francisco José Beltrán Peinado,MID,Celta Vigo,La Liga,0,0,0,74,182,0.0,0.0,26,27000000
11391,Borja Iglesias Quintas,MID,Real Betis,La Liga,1,0,2,26,351,0.54,0.0,36,17600000
11394,Stefan Kießling,FWD,Bayer Leverkusen,Bundesliga,5,3,40,634,2694,8.3,0.0,27,29500000
11395,Lukas Rupp,MID,VfB Stuttgart,Bundesliga,1,1,3,75,180,0.65,0.0,30,37600000
11396,Florian Grillitsch,MID,Werder Bremen,Bundesliga,0,0,1,29,180,0.01,0.0,30,19400000
11397,Suat Serdar,MID,FSV Mainz 05,Bundesliga,0,0,0,2,90,0.0,0.0,20,19200000
11398,Tobias Sippel,MID,Borussia Mönchengladbach,Bundesliga,0,0,0,0,180,0.0,0.0,25,22600000
11426,Andrea Seculin,MID,Chievo,Serie A,0,0,0,116,3420,0.0,0.0,33,10900000
11427,Filip Đorđević,FWD,Lazio,Serie A,3,2,20,338,2482,2.88,0.0,26,28500000
114272,Alejandro Cantero Sánchez,MID,Levante UD,La Liga,0,0,0,0,90,0.0,0.0,25,18300000
11458,Marcel Schmelzer,DEF,Borussia Dortmund,Bundesliga,0,0,2,46,180,0.09,0.0,20,13900000
11492,Temitayo Olufisayo Olaoluwa Aina,MID,Chelsea,Premier League,0,0,0,0,90,0.0,0.0,35,19900000
11494,Luca Siligardi,MID,Hellas Verona,Serie A,2,0,46,559,2378,2.35,0.0,30,22300000
11497,Jonathan Ludovic Biabiany,MID,Inter Milan,Serie A,1,1,20,372,3084,1.31,0.0,24,18600000
11498,Luigi Sepe,MID,Fiorentina,Serie A,0,0,0,0,2250,0.0,0.0,33,11300000
11499,Riccardo Gagliolo,DEF,Carpi,Serie A,1,0,15,1133,3114,0.94,0.0,37,8600000
11501,Darwin Daniel Machís Marcano,FWD,Granada,La Liga,1,0,3,34,138,0.47,0.0,27,59000000
11502,Antonio Di Gaudio,MID,Carpi,Serie A,3,3,36,392,3023,3.2,0.0,24,17800000
11508,Łukasz Skorupski,GK,Empoli,Serie A,0,0,1,886,2790,0.21,0.0,36,2900000
11512,Rade Krunić,MID,Empoli,Serie A,1,0,7,168,3027,0.91,0.0,36,9300000
11516,Manuel Pasqual,MID,Fiorentina,Serie A,0,2,5,759,2844,0.09,0.0,25,24000000
11519,Antonino La Gumina,MID,Palermo,Serie A,0,0,3,14,1440,0.15,0.0,35,14200000
11532,Jean-Clair Todibo,DEF,OGC Nice,Ligue 1,0,0,0,76,180,0.0,0.0,20,7700000
11537,Alberto García Cabrera,MID,Sporting Gijón,La Liga,0,0,0,206,3330,0.0,0.0,25,23700000
11538,Alejandro Moreno Lopera,DEF,Real Betis,La Liga,0,1,2,90,180,0.06,0.0,23,18700000
11539,Adrián Embarba Blázquez,FWD,Rayo Vallecano,La Liga,2,4,40,761,2720,3.48,0.0,28,29200000
11541,Tomáš Vaclík,MID,Sevilla,La Liga,0,0,0,0,180,0.0,0.0,37,14500000
11542,Javier Guerra Rodríguez,FWD,Rayo Vallecano,La Liga,12,0,71,663,2720,10.89,0.0,31,33300000
11543,José Antonio Dorado Ramírez,MID,Rayo Vallecano,La Liga,0,0,1,271,2284,0.04,0.0,23,18600000
11550,Jaime Mata Arnaiz,FWD,Getafe,La Liga,1,0,2,19,160,0.84,0.0,23,44100000
11602,Raffaele Maiello,MID,Empoli,Serie A,0,0,5,378,3305,0.12,0.0,28,21900000
11608,Danilo Soddimo,MID,Frosinone,Serie A,1,2,43,853,2813,1.42,0.0,21,15100000
116187,Manuel Alejandro Arteaga Rubianes,MID,Palermo,Serie A,0,0,0,0,90,0.0,0.0,19,13200000
11634,Cristiano Piccini,DEF,Valencia,La Liga,0,0,14,843,1689,0.46,0.0,35,12300000
11643,Riccardo Meggiorini,FWD,Chievo,Serie A,5,6,39,446,2163,2.79,0.0,36,20500000
11669,Gonzalo Julián Melero Manzanares,MID,Levante UD,La Liga,1,0,2,67,171,0.4,0.0,21,27600000
11670,David Ferreiro Quiroga,MID,Huesca,La Liga,0,0,1,40,167,0.03,0.0,35,14800000
11672,Samuele Longo,MID,Frosinone,Serie A,0,1,11,58,2971,0.78,0.0,37,9300000
11675,Moisés Gómez Bordonado,MID,Villarreal,La Liga,2,3,16,486,3024,1.08,0.0,23,21900000
11676,Jorge Miramón Santagertrudis,DEF,Levante UD,La Liga,0,1,0,61,164,0.0,0.0,29,19200000
11677,Jorge Pulido Mayoral,DEF,Huesca,La Liga,0,0,0,66,161,0.0,0.0,31,11100000
117025,Hugo Sotelo,MID,Celta Vigo,La Liga,0,0,0,0,90,0.0,0.0,30,17600000
11722,Boukary Dramé,DEF,Atalanta,Serie A,0,0,18,1289,2445,0.84,0.0,29,9800000
11729,Luca Rizzo,FWD,Bologna,Serie A,0,2,18,549,2147,1.35,0.0,22,24900000
11746,Unai López Cabrera,MID,Athletic Club,La Liga,0,0,0,0,90,0.0,0.0,22,17700000
11748,Unai Simón Mendibil,GK,Athletic Club,La Liga,0,0,0,52,180,0.0,0.0,36,4000000
11775,Jefté Betancor Sánchez,MID,Las Palmas,La Liga,0,0,0,0,180,0.0,0.0,35,17200000
11813,Emiliano Buendía,MID,Getafe,La Liga,1,0,13,366,2030,0.86,0.0,36,11100000
11820,Kevin Danso,DEF,Lens,Ligue 1,0,0,1,35,180,0.07,0.0,33,7800000
11845,Artur Sobiech,FWD,Hannover 96,Bundesliga,0,0,0,7,180,0.0,0.0,19,21400000
11936,Harrison Reed,MID,Southampton,Premier League,0,0,0,7,630,0.0,0.0,23,21200000
11938,Jake Gray,MID,Crystal Palace,Premier League,0,0,0,0,270,0.0,0.0,26,23500000
11983,George Evans,MID,Manchester City,Premier League,0,0,0,0,90,0.0,0.0,25,33400000
11992,Kevin Linford Stewart,MID,Liverpool,Premier League,0,0,5,466,720,0.23,0.0,20,20700000
12021,Óliver Torres Muñoz,MID,Sevilla,La Liga,0,2,11,538,2352,0.44,0.0,31,23100000
12041,João Félix Sequeira,FWD,Atlético Madrid,La Liga,0,0,1,58,173,0.04,0.0,25,34900000
12064,Mama Samba Baldé,FWD,Troyes,Ligue 1,0,0,1,5,90,0.03,0.0,32,15200000
12073,Pablo Hervías Ruiz,DEF,Real Valladolid,La Liga,0,0,1,73,180,0.01,0.0,20,11700000
121294,Moustapha Mbow,MID,Stade de Reims,Ligue 1,0,0,0,0,90,0.0,0.0,25,18200000
12149,Nayef Aguerd,DEF,Rennes,Ligue 1,0,0,0,59,180,0.0,0.0,19,9900000
12191,Gorka Elustondo Urkola,MID,Athletic Club,La Liga,1,0,3,244,1952,0.18,0.0,25,27100000
12247,Sebastiano Luperto,MID,Napoli,Serie A,0,0,0,0,1260,0.0,0.0,20,19300000
12255,Federico Dimarco,MID,Inter Milan,Serie A,0,0,0,0,270,0.0,0.0,20,12400000
12293,Kaan Ayhan,MID,Schalke 04,Bundesliga,0,0,0,0,180,0.0,0.0,30,18100000
12294,Andre Hoffmann,MID,Hannover 96,Bundesliga,0,0,0,38,90,0.0,0.0,36,11500000
12302,Dong-Won Ji,MID,Augsburg,Bundesliga,0,0,0,0,90,0.0,0.0,25,26300000
12304,Alfredo Morales,FWD,Ingolstadt,Bundesliga,0,0,2,32,180,0.05,0.0,25,24600000
12316,Oliver Sorg,DEF,Hannover 96,Bundesliga,0,0,1,35,90,0.03,0.0,24,12100000
12319,Ramazan Özcan,MID,Ingolstadt,Bundesliga,0,0,0,0,180,0.0,0.0,36,12200000
12321,Tobias Strobl,FWD,Hoffenheim,Bundesliga,0,0,0,47,180,0.0,0.0,26,26000000
12325,Abdul Rahman Baba,DEF,Chelsea,Premier League,0,1,6,651,2537,0.37,0.0,23,14800000
12327,John Anthony Brooks,DEF,Hertha Berlin,Bundesliga,1,0,2,88,90,0.17,0.0,24,31100000
12349,Wilfried Aimeric Zahibo,MID,Valencia,La Liga,0,0,0,62,404,0.0,0.0,34,15300000
12358,Haris Medunjanin,MID,RC Deportivo La Coruña,La Liga,0,0,0,0,180,0.0,0.0,21,22800000
12383,Florian Jungwirth,DEF,Darmstadt 98,Bundesliga,0,0,0,31,180,0.0,0.0,34,10000000
12407,Maximilian Mittelstädt,MID,Hertha Berlin,Bundesliga,0,0,0,0,90,0.0,0.0,21,13900000
12424,Roman Weidenfeller,MID,Borussia Dortmund,Bundesliga,0,0,0,0,180,0.0,0.0,23,23500000
12475,Angelo Esmael da Costa Júnior,MID,Bologna,Serie A,0,0,0,149,3330,0.0,0.0,20,19200000
12491,Federico Marchetti,GK,Lazio,Serie A,0,0,0,819,2637,0.0,0.0,20,4700000
12497,Emil Audero Mulyadi,MID,Juventus,Serie A,0,0,0,0,1530,0.0,0.0,37,12300000
12509,Moussa Dembélé,MID,Atlético Madrid,La Liga,0,0,0,0,90,0.0,0.0,32,15100000
12551,Max Christiansen,MID,Ingolstadt,Bundesliga,0,0,2,10,180,0.09,0.0,26,23600000
12555,Okay Yokuşlu,MID,Celta Vigo,La Liga,0,0,0,0,90,0.0,0.0,21,16600000
12557,Falaye Sacko,MID,Saint-Étienne,Ligue 1,0,0,1,44,90,0.06,0.0,26,19300000
12599,Carlos Antonio Ascues Ávila,DEF,Wolfsburg,Bundesliga,0,0,0,6,180,0.0,0.0,22,15800000
12608,Bradley Guzan,GK,Aston Villa,Premier League,0,0,0,840,3420,0.0,0.0,30,5200000
12619,Josef Alexander Martínez Mencia,FWD,Torino,Serie A,3,1,35,154,3020,4.98,0.0,27,33400000
12624,Anthony Ujah,FWD,Werder Bremen,Bundesliga,0,0,3,30,180,0.29,0.0,34,18900000
12626,Emiliano Adrián Insúa Zapata,DEF,VfB Stuttgart,Bundesliga,0,0,0,104,180,0.0,0.0,28,13600000
12650,Luke Croll,MID,Crystal Palace,Premier League,0,0,0,0,90,0.0,0.0,25,33700000
12732,Tommie Hoban,MID,Watford,Premier League,0,0,0,0,180,0.0,0.0,37,17500000
12759,Maximiliano Nicol Moralez,FWD,Atalanta,Serie A,1,4,26,799,1417,4.21,0.0,33,23800000
128702,Callum Williams,MID,Newcastle United,Premier League,0,0,0,0,90,0.0,0.0,24,29000000
128703,Dionatan do Nascimento Teixeira,MID,Stoke City,Premier League,0,0,0,7,540,0.0,0.0,20,17200000
128704,Emmanuel Emenike,FWD,West Ham United,Premier League,0,0,12,153,1149,1.81,0.0,28,30900000
129556,Mohamed El Ouriachi,MID,Stoke City,Premier League,0,0,0,0,180,0.0,0.0,23,30600000
129557,Rhoys Wiggins,MID,AFC Bournemouth,Premier League,0,0,0,0,360,0.0,0.0,19,20200000
129558,Tony Hibbert,DEF,Everton,Premier League,0,0,1,19,90,0.06,0.0,25,19100000
129767,Jordan Holmes,MID,AFC Bournemouth,Premier League,0,0,0,0,90,0.0,0.0,22,18200000
13042,Tim Howard,GK,Everton,Premier League,0,0,0,805,3240,0.0,0.0,28,6800000
130711,Ricardo Bagadur,MID,Fiorentina,Serie A,0,0,0,0,90,0.0,0.0,28,19600000
13107,Sergio Álvarez Díaz,MID,Sporting Gijón,La Liga,2,2,5,1100,2345,0.44,0.0,36,17400000
13110,Stefan Simič,MID,AC Milan,Serie A,0,0,0,0,1080,0.0,0.0,34,11200000
13116,Jason Denayer,MID,Lyon,Ligue 1,0,0,0,37,270,0.0,0.0,18,15300000
13125,Iver Tobias Rørvik Fossum,MID,Hannover 96,Bundesliga,0,0,0,0,90,0.0,0.0,20,13300000
13126,Miiko Martín Albornoz Inola,DEF,Hannover 96,Bundesliga,0,0,0,40,180,0.0,0.0,36,7000000
13158,Bogdan Ionuț Lobonț,MID,AS Roma,Serie A,0,0,0,0,1080,0.0,0.0,20,16300000
131833,Anton Krešić,MID,Atalanta,Serie A,0,0,0,0,270,0.0,0.0,24,21300000
131971,Connor Dymond,MID,Crystal Palace,Premier League,0,0,0,0,90,0.0,0.0,19,16800000
13200,Oluwaseyi Babajide Ojo,MID,Liverpool,Premier League,0,2,5,158,652,0.35,0.0,33,18200000
132017,Nathan Bitumazala,MID,Paris Saint-Germain,Ligue 1,0,0,0,0,90,0.0,0.0,31,18100000
132019,El Chadaille Bitshiabu,MID,Paris Saint-Germain,Ligue 1,0,0,0,0,360,0.0,0.0,20,12400000
13206,Erik Durm,DEF,Borussia Dortmund,Bundesliga,0,1,0,39,90,0.0,0.0,36,13100000
132320,Derek Mazou-Sacko,MID,Troyes,Ligue 1,0,0,0,0,90,0.0,0.0,24,19000000
132418,Bradley Locko,MID,Stade de Reims,Ligue 1,0,0,1,64,180,0.11,0.0,33,13000000
13248,Eunan O''Kane,MID,AFC Bournemouth,Premier League,0,1,8,383,2831,0.6,0.0,25,29300000
13286,Lamine Koné,DEF,Sunderland,Premier League,2,1,10,405,1314,1.64,0.0,35,13300000
13291,Joelinton Cassio Apolinário de Lira,MID,Hoffenheim,Bundesliga,0,0,0,0,90,0.0,0.0,28,25800000
133136,Mouhamadou Diarra,MID,Strasbourg,Ligue 1,0,0,0,0,90,0.0,0.0,27,16100000
13319,Niko Bungert,DEF,FSV Mainz 05,Bundesliga,0,0,0,62,180,0.0,0.0,20,12400000
13332,Romain Brégerie,DEF,Ingolstadt,Bundesliga,0,0,1,37,180,0.2,0.0,27,13400000
133637,Asier Etxaburu Diz,MID,Eibar,La Liga,0,0,0,0,180,0.0,0.0,20,17200000
134033,Léo Pétrot,DEF,Lorient,Ligue 1,0,0,0,18,180,0.0,0.0,22,11700000
134035,Gor Manvelyan,MID,Nantes,Ligue 1,0,0,0,0,90,0.0,0.0,21,13700000
134055,Alessandro Livieri,MID,AC Milan,Serie A,0,0,0,0,1440,0.0,0.0,29,16900000
13428,Andrea Favilli,MID,Juventus,Serie A,0,0,0,0,540,0.0,0.0,21,18600000
13430,Paolo Ghiglione,MID,Genoa,Serie A,0,0,0,0,450,0.0,0.0,21,13000000
13448,Bradley Shaun Smith,MID,Liverpool,Premier League,0,0,1,170,1170,0.03,0.0,24,25600000
134916,Théo Le Bris,MID,Lorient,Ligue 1,0,0,0,0,90,0.0,0.0,35,14300000
134918,Amadou Salif Mbengue,MID,Metz,Ligue 1,0,0,0,4,90,0.0,0.0,31,18900000
13552,Borja Fernández Fernández,MID,Celta Vigo,La Liga,0,0,0,62,810,0.0,0.0,27,18900000
13573,Yann Kermorgant,MID,AFC Bournemouth,Premier League,0,0,2,62,1530,0.15,0.0,30,20100000
13597,Oriol Busquets Mas,FWD,Clermont Foot,Ligue 1,0,0,0,6,90,0.0,0.0,18,13700000
13599,Carles Aleña Castillo,MID,Barcelona,La Liga,0,0,1,52,1395,0.04,0.0,26,30700000
13610,Guido Guerrieri,MID,Lazio,Serie A,0,0,0,0,2970,0.0,0.0,18,16100000
13612,Lorenzo Ariaudo,MID,Sassuolo,Serie A,0,0,2,303,2941,0.09,0.0,34,16100000
13613,Daniel Ciofani,FWD,Frosinone,Serie A,9,1,77,608,3264,8.09,0.0,23,27900000
13614,Francesco Bardi,MID,Frosinone,Serie A,0,0,0,41,3179,0.0,0.0,25,17100000
13620,Éder Gabriel Militão,DEF,Real Madrid,La Liga,0,0,1,22,180,0.14,0.0,31,15400000
